,Date,Province_State,Doses_admin,People_at_least_one_dose,People_fully_vaccinated,Total_additional_doses
21142,2021-12-20,Virginia,14058525,6650482,5752388,1850876
21143,2021-12-20,Washington,12197481,5690389,5123970,1691920
21144,2021-12-20,West Virginia,3115913,1607328,1283459,231807
21145,2021-12-20,Wisconsin,8881565,3931756,3577548,1440527
21146,2021-12-20,Wyoming,670528,319464,272222,90643
21148,2021-12-21,Alabama,5510359,2840554,2314410,569193
21149,2021-12-21,Alaska,1005845,471322,408744,130885
21150,2021-12-21,American Samoa,74151,39713,31908,3073
21151,2021-12-21,Arizona,10261445,4838126,4110695,1122864
21152,2021-12-21,Arkansas,3727987,1874196,1531814,426224
21153,2021-12-21,California,64114995,32264393,25882543,7640675
21154,2021-12-21,Colorado,9282678,4243029,3777182,1407473
21155,2021-12-21,Connecticut,6472355,3112662,2643186,905270
21156,2021-12-21,Delaware,1543502,736375,618343,192915
21157,2021-12-21,District of Columbia,1251842,610650,472004,112591
21158,2021-12-21,Florida,32914753,15827856,13508670,3834188
21159,2021-12-21,Georgia,12939513,6413390,5353843,1291132
21160,2021-12-21,Guam,289797,140035,126214,30812
21161,2021-12-21,Hawaii,2153168,1186887,886129,150442
21162,2021-12-21,Idaho,1994580,925963,822408,296037
21163,2021-12-21,Illinois,19338365,9060672,8088772,2786756
21164,2021-12-21,Indiana,8344063,3862048,3481909,1113893
21165,2021-12-21,Iowa,4490986,2022806,1843166,736076
21166,2021-12-21,Kansas,3959782,1993422,1645057,501610
21167,2021-12-21,Kentucky,5772396,2765380,2404728,783699
21168,2021-12-21,Louisiana,5514929,2642610,2319344,637378
21169,2021-12-21,Maine,2426750,1138382,1009404,392413
21170,2021-12-21,Maryland,10150051,4795204,4220585,1414067
21171,2021-12-21,Massachusetts,12636329,6154742,5099160,1735833
21172,2021-12-21,Michigan,13678183,6277252,5626837,2150715
21173,2021-12-21,Minnesota,8949458,3995648,3663402,1570347
21174,2021-12-21,Mississippi,3386881,1643452,1429689,353108
21175,2021-12-21,Missouri,7956385,3790328,3232415,1008872
21176,2021-12-21,Montana,1415254,657024,572786,211786
21177,2021-12-21,Nebraska,2779855,1270008,1145975,414527
21178,2021-12-21,Nevada,4216754,2112597,1724065,451287
21179,2021-12-21,New Hampshire,2293935,1290204,902667,89256
21180,2021-12-21,New Jersey,14549661,7313951,6208586,1856399
21181,2021-12-21,New Mexico,3369447,1670472,1377245,499221
21182,2021-12-21,New York,33199493,16013806,13829671,3935310
21183,2021-12-21,North Carolina,14536566,7811090,5892321,1084008
21184,2021-12-21,North Dakota,992825,469235,396510,134994
21185,2021-12-21,Northern Mariana Islands,92488,42723,38677,12242
21186,2021-12-21,Ohio,15540819,7008854,6411645,2375918
21187,2021-12-21,Oklahoma,5195897,2576163,2098408,572326
21188,2021-12-21,Oregon,6688653,3095193,2785541,991562
21189,2021-12-21,Pennsylvania,19725436,10905285,7810329,1716658
21190,2021-12-21,Puerto Rico,5760018,2802443,2438458,600145
21191,2021-12-21,Rhode Island,1897285,923117,801675,296984
21192,2021-12-21,South Carolina,6572005,3194920,2714565,767754
21193,2021-12-21,South Dakota,1227865,616683,498968,155550
21194,2021-12-21,Tennessee,8695949,3969992,3475571,1087799
21195,2021-12-21,Texas,39624081,19128695,16363521,4094751
21196,2021-12-21,Utah,4381935,2132008,1856424,485810
21197,2021-12-21,Vermont,1219694,550574,477991,216965
21198,2021-12-21,Virgin Islands,126921,62362,53272,10325
21199,2021-12-21,Virginia,14102443,6661118,5758075,1878002
21200,2021-12-21,Washington,12197506,5691346,5124157,1692260
21201,2021-12-21,West Virginia,3115943,1607558,1283490,231909
21202,2021-12-21,Wisconsin,8902750,3934985,3580756,1455248
21203,2021-12-21,Wyoming,670562,319512,272235,90663
21205,2021-12-22,Alabama,5518826,2842738,2316077,573674
21206,2021-12-22,Alaska,1010674,472291,409450,134027
21207,2021-12-22,American Samoa,74675,39990,31963,3266
21208,2021-12-22,Arizona,10275713,4841951,4113163,1131136
21209,2021-12-22,Arkansas,3730788,1874906,1532313,427912
21210,2021-12-22,California,64201153,32288171,25895675,7691974
21211,2021-12-22,Colorado,9304573,4247488,3781306,1420694
21212,2021-12-22,Connecticut,6483509,3116142,2644544,912001
21213,2021-12-22,Delaware,1543544,735876,618804,193205
21214,2021-12-22,District of Columbia,1254265,611886,472407,113722
21215,2021-12-22,Florida,32981346,15842601,13517297,3876228
21216,2021-12-22,Georgia,13020837,6427992,5367638,1339236
21217,2021-12-22,Guam,289809,140049,126219,30812
21218,2021-12-22,Hawaii,2183974,1207550,891238,154939
21219,2021-12-22,Idaho,1996310,926441,822640,297267
21220,2021-12-22,Illinois,19403026,9080886,8102521,2819146
21221,2021-12-22,Indiana,8356364,3864458,3483171,1122396
21222,2021-12-22,Iowa,4522702,2030217,1846628,756235
21223,2021-12-22,Kansas,3963909,1994685,1645752,504049
21224,2021-12-22,Kentucky,5778638,2766962,2405794,787453
21225,2021-12-22,Louisiana,5519379,2643510,2320038,640357
21226,2021-12-22,Maine,2446530,1141179,1011729,406428
21227,2021-12-22,Maryland,10191054,4805106,4228436,1436769
21228,2021-12-22,Massachusetts,12659130,6161352,5102236,1750356
21229,2021-12-22,Michigan,13697167,6280955,5629547,2164165
21230,2021-12-22,Minnesota,8960730,3997493,3664827,1578953
21231,2021-12-22,Mississippi,3386881,1643686,1429777,353260
21232,2021-12-22,Missouri,7967863,3793436,3234338,1015466
21233,2021-12-22,Montana,1421649,658179,573718,216014
21234,2021-12-22,Nebraska,2799660,1273185,1148517,428275
21235,2021-12-22,Nevada,4223921,2114630,1725305,455134
21236,2021-12-22,New Hampshire,2297617,1293455,903050,89591
21237,2021-12-22,New Jersey,14600807,7327028,6215957,1887829
21238,2021-12-22,New Mexico,3374523,1671919,1378152,501987
21239,2021-12-22,New York,33286345,16039159,13840806,3986161
21240,2021-12-22,North Carolina,14563870,7826897,5896589,1090342
21241,2021-12-22,North Dakota,997371,470198,397321,137455
21242,2021-12-22,Northern Mariana Islands,93224,42908,38884,12587
21243,2021-12-22,Ohio,15568579,7012329,6415084,2396739
21244,2021-12-22,Oklahoma,5202912,2579162,2099290,575367
21245,2021-12-22,Oregon,6699976,3097388,2786787,1000030
21246,2021-12-22,Pennsylvania,19623961,9842438,8102895,2378305
21247,2021-12-22,Puerto Rico,5796995,2811710,2443055,622701
21248,2021-12-22,Rhode Island,1900228,926018,802940,300847
21249,2021-12-22,South Carolina,6580169,3197226,2715734,772628
21250,2021-12-22,South Dakota,1234453,618646,500084,159008
21251,2021-12-22,Tennessee,8754033,3978821,3483605,1125845
21252,2021-12-22,Texas,39726293,19153518,16381440,4149304
21253,2021-12-22,Utah,4398450,2134932,1860503,495096
21254,2021-12-22,Vermont,1223032,551122,478502,219129
21255,2021-12-22,Virgin Islands,127649,62737,53388,10543
21256,2021-12-22,Virginia,14143206,6669651,5763418,1904183
21257,2021-12-22,Washington,12302096,5708075,5135307,1767651
21258,2021-12-22,West Virginia,3115953,1607582,1283589,232046
21259,2021-12-22,Wisconsin,8912998,3936674,3582061,1462696
21260,2021-12-22,Wyoming,673362,320115,272803,92250
21262,2021-12-23,Alabama,5531312,2845635,2318310,581143
21263,2021-12-23,Alaska,1012780,472788,409806,135349
21264,2021-12-23,American Samoa,74867,40096,32008,3308
21265,2021-12-23,Arizona,10302180,4849179,4117680,1144544
21266,2021-12-23,Arkansas,3754371,1880843,1536297,441443
21267,2021-12-23,California,64422015,32347610,25930629,7824057
21268,2021-12-23,Colorado,9337916,4254696,3785991,1441821
21269,2021-12-23,Connecticut,6502169,3121874,2646581,923348
21270,2021-12-23,Delaware,1558776,739469,621051,201468
21271,2021-12-23,District of Columbia,1258257,613603,473057,115525
21272,2021-12-23,Florida,33061992,15861562,13527757,3924420
21273,2021-12-23,Georgia,13074414,6438467,5376936,1368552
21274,2021-12-23,Guam,290351,140193,126331,31102
21275,2021-12-23,Hawaii,2193910,1213256,892901,156233
21276,2021-12-23,Idaho,2001713,927409,823306,301088
21277,2021-12-23,Illinois,19471989,9101952,8113624,2856078
21278,2021-12-23,Indiana,8385156,3870512,3486060,1142243
21279,2021-12-23,Iowa,4535291,2032340,1848438,764842
21280,2021-12-23,Kansas,3975955,1997880,1647690,510952
21281,2021-12-23,Kentucky,5794730,2770433,2408342,797382
21282,2021-12-23,Louisiana,5534200,2646513,2322365,649809
21283,2021-12-23,Maine,2454936,1142966,1012527,412534
21284,2021-12-23,Maryland,10229262,4813835,4232560,1462281
21285,2021-12-23,Massachusetts,12701933,6172674,5107652,1778249
21286,2021-12-23,Michigan,13740805,6288830,5636787,2193652
21287,2021-12-23,Minnesota,8972235,3999981,3666258,1587195
21288,2021-12-23,Mississippi,3387120,1643964,1429897,353490
21289,2021-12-23,Missouri,7991320,3799237,3237796,1030107
21290,2021-12-23,Montana,1424610,658849,574198,217867
21291,2021-12-23,Nebraska,2806615,1274457,1149565,432770
21292,2021-12-23,Nevada,4234393,2117600,1726835,461264
21293,2021-12-23,New Hampshire,2307814,1301289,904267,90269
21294,2021-12-23,New Jersey,14625958,7337279,6219278,1922789
21295,2021-12-23,New Mexico,3384174,1674829,1379928,507706
21296,2021-12-23,New York,33416964,16078984,13855631,4062641
21297,2021-12-23,North Carolina,14635842,7870059,5907638,1107323
21298,2021-12-23,North Dakota,999997,470833,397890,138736
21299,2021-12-23,Northern Mariana Islands,93774,43004,39101,12824
21300,2021-12-23,Ohio,15616525,7021043,6421343,2429734
21301,2021-12-23,Oklahoma,5218961,2584369,2101720,583820
21302,2021-12-23,Oregon,6721163,3101102,2789654,1014830
21303,2021-12-23,Pennsylvania,19708270,9871366,8115514,2419034
21304,2021-12-23,Puerto Rico,5815076,2816183,2445315,634681
21305,2021-12-23,Rhode Island,1907254,928021,803760,306106
21306,2021-12-23,South Carolina,6599572,3202369,2718259,784205
21307,2021-12-23,South Dakota,1239559,620188,500950,161740
21308,2021-12-23,Tennessee,8778993,3983159,3486885,1141908
21309,2021-12-23,Texas,39870946,19188000,16402500,4232145
21310,2021-12-23,Utah,4428786,2140445,1868031,511860
21311,2021-12-23,Vermont,1225534,551870,478975,220653
21312,2021-12-23,Virgin Islands,128041,62858,53456,10763
21313,2021-12-23,Virginia,14172501,6677407,5767688,1922163
21314,2021-12-23,Washington,12354966,5717758,5142498,1803253
21315,2021-12-23,West Virginia,3116290,1607890,1283677,232418
21316,2021-12-23,Wisconsin,8940641,3941422,3585505,1481879
21317,2021-12-23,Wyoming,675164,320680,273172,93213
21319,2021-12-24,Alabama,5549319,2849954,2321403,591412
21320,2021-12-24,Alaska,1015137,473411,410287,136704
21321,2021-12-24,American Samoa,74926,40116,32029,3325
21322,2021-12-24,Arizona,10336743,4858243,4123464,1162746
21323,2021-12-24,Arkansas,3754611,1881140,1536411,441691
21324,2021-12-24,California,64690197,32416845,25970014,7985668
21325,2021-12-24,Colorado,9374761,4262561,3790915,1465275
21326,2021-12-24,Connecticut,6529401,3128940,2649289,940949
21327,2021-12-24,Delaware,1564474,741038,621891,204599
21328,2021-12-24,District of Columbia,1263514,615813,473965,118000
21329,2021-12-24,Florida,33172989,15887600,13541346,3991202
21330,2021-12-24,Georgia,13075011,6439993,5377295,1369374
21331,2021-12-24,Guam,291338,140416,126582,31629
21332,2021-12-24,Hawaii,2202894,1219631,894261,157428
21333,2021-12-24,Idaho,2007688,928594,824055,305096
21334,2021-12-24,Illinois,19467073,9069775,8091967,2905263
21335,2021-12-24,Indiana,8422387,3877885,3489580,1168220
21336,2021-12-24,Iowa,4556310,2035520,1851080,779843
21337,2021-12-24,Kansas,3991871,2002194,1650286,520132
21338,2021-12-24,Kentucky,5816551,2773832,2410786,811039
21339,2021-12-24,Louisiana,5556360,2651149,2325646,664013
21340,2021-12-24,Maine,2468056,1145891,1014290,421517
21341,2021-12-24,Maryland,10270543,4821957,4236445,1490027
21342,2021-12-24,Massachusetts,12760499,6188074,5114904,1816313
21343,2021-12-24,Michigan,13791653,6298825,5644292,2228391
21344,2021-12-24,Minnesota,9006530,4005557,3671342,1611247
21345,2021-12-24,Mississippi,3387349,1644289,1430031,353775
21346,2021-12-24,Missouri,8018325,3805955,3241376,1047095
21347,2021-12-24,Montana,1429315,659768,574901,220911
21348,2021-12-24,Nebraska,2815987,1276272,1151342,438420
21349,2021-12-24,Nevada,4248762,2121602,1728811,469540
21350,2021-12-24,New Hampshire,2353556,1314238,909969,115677
21351,2021-12-24,New Jersey,14685687,7354692,6226479,1960177
21352,2021-12-24,New Mexico,3403081,1681126,1382669,517982
21353,2021-12-24,New York,33578073,16126203,13874220,4159603
21354,2021-12-24,North Carolina,14704019,7906885,5917873,1127859
21355,2021-12-24,North Dakota,1002962,471496,398412,140379
21356,2021-12-24,Northern Mariana Islands,94171,43069,39248,13007
21357,2021-12-24,Ohio,15679874,7024797,6425443,2475592
21358,2021-12-24,Oklahoma,5237461,2589735,2104605,593768
21359,2021-12-24,Oregon,6750694,3106530,2793662,1034832
21360,2021-12-24,Pennsylvania,19797910,9898704,8126163,2465100
21361,2021-12-24,Puerto Rico,5837118,2821540,2448200,648501
21362,2021-12-24,Rhode Island,1914375,929695,804503,310562
21363,2021-12-24,South Carolina,6623650,3208049,2721525,798606
21364,2021-12-24,South Dakota,1243823,621704,501708,163865
21365,2021-12-24,Tennessee,8809725,3988659,3490856,1161428
21366,2021-12-24,Texas,40018615,19222170,16423346,4318366
21367,2021-12-24,Utah,4444635,2144450,1870704,521010
21368,2021-12-24,Vermont,1229068,553280,479602,223024
21369,2021-12-24,Virgin Islands,128330,62918,53498,10950
21370,2021-12-24,Virginia,14232148,6688229,5773527,1961175
21371,2021-12-24,Washington,12402796,5726746,5148234,1835864
21372,2021-12-24,West Virginia,2464854,1103589,982546,353981
21373,2021-12-24,Wisconsin,8977213,3947193,3589791,1508021
21374,2021-12-24,Wyoming,677429,321280,273515,94562
21376,2021-12-25,Alabama,5581194,2857399,2326903,609056
21377,2021-12-25,Alaska,1015205,473540,410338,136722
21378,2021-12-25,American Samoa,75616,40242,32552,3365
21379,2021-12-25,Arizona,10379840,4869195,4130432,1186267
21380,2021-12-25,Arkansas,3767314,1884475,1539173,448990
21381,2021-12-25,California,64918233,32478356,26004418,8120774
21382,2021-12-25,Colorado,9408371,4269740,3795751,1486774
21383,2021-12-25,Connecticut,6576155,3139880,2653611,971141
21384,2021-12-25,Delaware,1570310,742720,622773,207772
21385,2021-12-25,District of Columbia,1269709,618364,474792,120858
21386,2021-12-25,Florida,33283808,15913277,13555197,4057059
21387,2021-12-25,Georgia,13075794,6441553,5377640,1370285
21388,2021-12-25,Guam,291354,140430,126587,31630
21389,2021-12-25,Hawaii,2213986,1227470,896076,158810
21390,2021-12-25,Idaho,2013657,929681,824736,309209
21391,2021-12-25,Illinois,19564625,9099089,8107224,2957644
21392,2021-12-25,Indiana,8457105,3884741,3493049,1192201
21393,2021-12-25,Iowa,4556500,2035833,1851143,780086
21394,2021-12-25,Kansas,4006142,2006350,1652100,528353
21395,2021-12-25,Kentucky,5835486,2778065,2413616,822748
21396,2021-12-25,Louisiana,5576665,2655887,2327980,676965
21397,2021-12-25,Maine,2478899,1148071,1015580,428889
21398,2021-12-25,Maryland,10307935,4831951,4240538,1515115
21399,2021-12-25,Massachusetts,12816974,6202693,5121362,1853331
21400,2021-12-25,Michigan,13840132,6308058,5651172,2261722
21401,2021-12-25,Minnesota,9041914,4011632,3675954,1635610
21402,2021-12-25,Mississippi,3387537,1644657,1430147,354060
21403,2021-12-25,Missouri,8045332,3813179,3246182,1062522
21404,2021-12-25,Montana,1433710,660681,575618,223614
21405,2021-12-25,Nebraska,2816182,1276439,1151400,438548
21406,2021-12-25,Nevada,4265311,2126177,1731067,478839
21407,2021-12-25,New Hampshire,2360120,1319787,910595,116297
21408,2021-12-25,New Jersey,14741868,7371531,6233407,1994567
21409,2021-12-25,New Mexico,3404645,1682029,1383100,518860
21410,2021-12-25,New York,33731363,16172887,13893411,4249477
21411,2021-12-25,North Carolina,14764211,7937316,5926655,1147949
21412,2021-12-25,North Dakota,1006485,472378,399113,142182
21413,2021-12-25,Northern Mariana Islands,94171,43070,39248,13007
21414,2021-12-25,Ohio,15680769,7026188,6425686,2476628
21415,2021-12-25,Oklahoma,5240611,2591719,2104990,594619
21416,2021-12-25,Oregon,6781455,3111820,2797052,1056833
21417,2021-12-25,Pennsylvania,19878738,9926465,8137276,2506071
21418,2021-12-25,Puerto Rico,5837583,2822032,2448227,648834
21419,2021-12-25,Rhode Island,1921526,931200,805183,315218
21420,2021-12-25,South Carolina,6646728,3213882,2724881,812223
21421,2021-12-25,South Dakota,1248220,623122,502555,165955
21422,2021-12-25,Tennessee,8838890,3993806,3494620,1180222
21423,2021-12-25,Texas,40020427,19224684,16423852,4319750
21424,2021-12-25,Utah,4458425,2147662,1873383,528915
21425,2021-12-25,Vermont,1233902,554193,480427,226013
21426,2021-12-25,Virgin Islands,128761,63047,53566,11171
21427,2021-12-25,Virginia,14348856,6711852,5786373,2037010
21428,2021-12-25,Washington,12457443,5736833,5154827,1873968
21429,2021-12-25,West Virginia,2472231,1105196,983646,358668
21430,2021-12-25,Wisconsin,9012765,3953215,3594047,1533158
21431,2021-12-25,Wyoming,679402,321791,273912,95638
21433,2021-12-26,Alabama,5584127,2858085,2327272,610960
21434,2021-12-26,Alaska,1015239,473580,410345,136755
21435,2021-12-26,American Samoa,75616,40242,32552,3365
21436,2021-12-26,Arizona,10410686,4876633,4135114,1202974
21437,2021-12-26,Arkansas,3776234,1886461,1540805,454053
21438,2021-12-26,California,65186189,32547003,26041202,8280154
21439,2021-12-26,Colorado,9429304,4273564,3798626,1500540
21440,2021-12-26,Connecticut,6576745,3140964,2653694,971361
21441,2021-12-26,Delaware,1570387,742824,622795,207855
21442,2021-12-26,District of Columbia,1275417,620030,475398,123280
21443,2021-12-26,Florida,33285188,15914369,13555387,4058307
21444,2021-12-26,Georgia,13076217,6442228,5377751,1370743
21445,2021-12-26,Guam,291354,140431,126587,31630
21446,2021-12-26,Hawaii,2219748,1231144,897049,159779
21447,2021-12-26,Idaho,2013749,929738,824750,309288
21448,2021-12-26,Illinois,19565044,9099690,8107290,2958107
21449,2021-12-26,Indiana,8457375,3884989,3493093,1192475
21450,2021-12-26,Iowa,4556637,2035911,1851153,780208
21451,2021-12-26,Kansas,4006275,2006434,1652115,528457
21452,2021-12-26,Kentucky,5849375,2781053,2415428,831226
21453,2021-12-26,Louisiana,5593832,2659077,2330094,688358
21454,2021-12-26,Maine,2479439,1148604,1015633,428958
21455,2021-12-26,Maryland,10329815,4837126,4242762,1529983
21456,2021-12-26,Massachusetts,12862614,6213829,5126286,1882800
21457,2021-12-26,Michigan,13840590,6308361,5651227,2262161
21458,2021-12-26,Minnesota,9042133,4011854,3676016,1635812
21459,2021-12-26,Mississippi,3387636,1644764,1430174,354180
21460,2021-12-26,Missouri,8045574,3813388,3246204,1062721
21461,2021-12-26,Montana,1433850,660772,575639,223706
21462,2021-12-26,Nebraska,2816281,1276503,1151412,438616
21463,2021-12-26,Nevada,4265488,2126438,1731105,479047
21464,2021-12-26,New Hampshire,2361572,1321160,910804,116650
21465,2021-12-26,New Jersey,14741911,7372538,6233557,1995053
21466,2021-12-26,New Mexico,3416706,1685265,1384809,525998
21467,2021-12-26,New York,33851458,16209490,13906774,4318713
21468,2021-12-26,North Carolina,14796536,7950225,5932040,1161375
21469,2021-12-26,North Dakota,1006557,472428,399127,142209
21470,2021-12-26,Northern Mariana Islands,94171,43071,39248,13007
21471,2021-12-26,Ohio,15681361,7026765,6425764,2477169
21472,2021-12-26,Oklahoma,5241443,2592016,2105170,595053
21473,2021-12-26,Oregon,6781541,3112078,2797077,1056949
21474,2021-12-26,Pennsylvania,19880361,9928138,8137510,2506766
21475,2021-12-26,Puerto Rico,5838007,2822165,2448235,649158
21476,2021-12-26,Rhode Island,1928335,932662,805825,319456
21477,2021-12-26,South Carolina,6666731,3218544,2727497,824104
21478,2021-12-26,South Dakota,1248781,623404,502670,166128
21479,2021-12-26,Tennessee,8839291,3994089,3494667,1180560
21480,2021-12-26,Texas,40021367,19225984,16424025,4320682
21481,2021-12-26,Utah,4458514,2147810,1873404,529008
21482,2021-12-26,Vermont,1239416,555018,481411,229325
21483,2021-12-26,Virgin Islands,128799,63052,53568,11200
21484,2021-12-26,Virginia,14372940,6717768,5788710,2052468
21485,2021-12-26,Washington,12457727,5737480,5154900,1874276
21486,2021-12-26,West Virginia,2472374,1105337,983660,358781
21487,2021-12-26,Wisconsin,9013117,3953389,3594077,1533477
21488,2021-12-26,Wyoming,679439,321822,273921,95672
21490,2021-12-27,Alabama,5590833,2859802,2328460,614410
21491,2021-12-27,Alaska,1015239,473589,410346,136757
21492,2021-12-27,American Samoa,75616,40242,32552,3365
21493,2021-12-27,Arizona,10410754,4876754,4135138,1203033
21494,2021-12-27,Arkansas,3776234,1886483,1540806,454059
21495,2021-12-27,California,65273631,32573572,26054329,8327184
21496,2021-12-27,Colorado,9433316,4274399,3799219,1503084
21497,2021-12-27,Connecticut,6591741,3145004,2654740,980695
21498,2021-12-27,Delaware,1570387,742844,622797,207865
21499,2021-12-27,District of Columbia,1278321,620712,475631,124433
21500,2021-12-27,Florida,33285190,15914693,13555422,4058418
21501,2021-12-27,Georgia,13076219,6442477,5377799,1370818
21502,2021-12-27,Guam,291354,140431,126587,31630
21503,2021-12-27,Hawaii,2221353,1232223,897312,159982
21504,2021-12-27,Idaho,2013749,929744,824751,309290
21505,2021-12-27,Illinois,19565044,9099845,8107313,2958169
21506,2021-12-27,Indiana,8457375,3885038,3493103,1192503
21507,2021-12-27,Iowa,4556637,2035927,1851155,780213
21508,2021-12-27,Kansas,4006275,2006451,1652118,528462
21509,2021-12-27,Kentucky,5856852,2782685,2416272,835858
21510,2021-12-27,Louisiana,5599578,2660091,2330822,692012
21511,2021-12-27,Maine,2479870,1149046,1015676,429003
21512,2021-12-27,Maryland,10332687,4838219,4243200,1531841
21513,2021-12-27,Massachusetts,12889181,6220610,5128387,1900360
21514,2021-12-27,Michigan,13840590,6308429,5651234,2262183
21515,2021-12-27,Minnesota,9042133,4011913,3676018,1635828
21516,2021-12-27,Mississippi,3387636,1644807,1430187,354191
21517,2021-12-27,Missouri,8045574,3813435,3246210,1062734
21518,2021-12-27,Montana,1433850,660779,575641,223711
21519,2021-12-27,Nebraska,2816282,1276516,1151416,438622
21520,2021-12-27,Nevada,4265488,2126525,1731119,479065
21521,2021-12-27,New Hampshire,2363680,1323053,911058,116866
21522,2021-12-27,New Jersey,14741911,7372820,6233603,1995178
21523,2021-12-27,New Mexico,3416710,1685284,1384811,526006
21524,2021-12-27,New York,33873764,16217102,13909728,4331259
21525,2021-12-27,North Carolina,14812764,7956372,5935498,1167660
21526,2021-12-27,North Dakota,1006557,472433,399127,142210
21527,2021-12-27,Northern Mariana Islands,94171,43071,39248,13007
21528,2021-12-27,Ohio,15681362,7026940,6425774,2477217
21529,2021-12-27,Oklahoma,5241447,2592033,2105170,595057
21530,2021-12-27,Oregon,6781541,3112179,2797082,1056969
21531,2021-12-27,Pennsylvania,19881050,9928873,8137604,2506899
21532,2021-12-27,Puerto Rico,5838007,2822176,2448235,649159
21533,2021-12-27,Rhode Island,1932055,933460,806078,321839
21534,2021-12-27,South Carolina,6678245,3221331,2729039,830587
21535,2021-12-27,South Dakota,1248919,623474,502703,166155
21536,2021-12-27,Tennessee,8839291,3994186,3494682,1180592
21537,2021-12-27,Texas,40021367,19226384,16424081,4320764
21538,2021-12-27,Utah,4458522,2147841,1873412,529012
21539,2021-12-27,Vermont,1243718,555718,482045,232025
21540,2021-12-27,Virgin Islands,128804,63053,53568,11205
21541,2021-12-27,Virginia,14374947,6719709,5788915,2052684
21542,2021-12-27,Washington,12457729,5737684,5154915,1874312
21543,2021-12-27,West Virginia,2472389,1105391,983673,358787
21544,2021-12-27,Wisconsin,9013117,3953427,3594084,1533478
21545,2021-12-27,Wyoming,679445,321831,273922,95676
21547,2021-12-28,Alabama,5592013,2860243,2328730,614962
21548,2021-12-28,Alaska,1015258,473636,410362,136773
21549,2021-12-28,American Samoa,75616,40242,32552,3365
21550,2021-12-28,Arizona,10431656,4881466,4138201,1215258
21551,2021-12-28,Arkansas,3776239,1886623,1540871,454113
21552,2021-12-28,California,65289150,32579274,26057029,8336975
21553,2021-12-28,Colorado,9437496,4275676,3800136,1505516
21554,2021-12-28,Connecticut,6593440,3145556,2654965,981820
21555,2021-12-28,Delaware,1570399,742936,622824,207879
21556,2021-12-28,District of Columbia,1279975,621269,475774,125048
21557,2021-12-28,Florida,33285265,15915591,13555645,4058654
21558,2021-12-28,Georgia,13076296,6442925,5377928,1370926
21559,2021-12-28,Guam,291683,140521,126680,31802
21560,2021-12-28,Hawaii,2221752,1232536,897408,160055
21561,2021-12-28,Idaho,2013749,929805,824779,309308
21562,2021-12-28,Illinois,19728080,9144908,8135687,3041237
21563,2021-12-28,Indiana,8457590,3885754,3493319,1192729
21564,2021-12-28,Iowa,4556637,2036105,1851230,780271
21565,2021-12-28,Kansas,4006278,2006553,1652154,528500
21566,2021-12-28,Kentucky,5858427,2783065,2416497,836879
21567,2021-12-28,Louisiana,5601876,2660752,2331261,692932
21568,2021-12-28,Maine,2479883,1149103,1015680,429011
21569,2021-12-28,Maryland,10338283,4840152,4244013,1535406
21570,2021-12-28,Massachusetts,12893976,6222066,5128926,1903168
21571,2021-12-28,Michigan,13840590,6308784,5651307,2262308
21572,2021-12-28,Minnesota,9042133,4012137,3676059,1635909
21573,2021-12-28,Mississippi,3387657,1644895,1430211,354203
21574,2021-12-28,Missouri,8045581,3813906,3246323,1062905
21575,2021-12-28,Montana,1433855,660816,575652,223723
21576,2021-12-28,Nebraska,2816282,1276571,1151433,438641
21577,2021-12-28,Nevada,4279141,2130458,1732764,486467
21578,2021-12-28,New Hampshire,2364568,1323771,911089,116906
21579,2021-12-28,New Jersey,14800203,7388786,6240927,2028975
21580,2021-12-28,New Mexico,3417822,1685949,1385111,526736
21581,2021-12-28,New York,33899359,16226934,13914566,4344260
21582,2021-12-28,North Carolina,14822953,7961806,5937748,1169678
21583,2021-12-28,North Dakota,1006560,472460,399138,142221
21584,2021-12-28,Northern Mariana Islands,94171,43072,39248,13007
21585,2021-12-28,Ohio,15681362,7027218,6425847,2477323
21586,2021-12-28,Oklahoma,5274449,2600166,2110365,614129
21587,2021-12-28,Oregon,6815111,3117531,2800149,1081160
21588,2021-12-28,Pennsylvania,19881059,9929676,8137746,2507153
21589,2021-12-28,Puerto Rico,5838024,2822213,2448240,649162
21590,2021-12-28,Rhode Island,1933747,933738,806191,323076
21591,2021-12-28,South Carolina,6680758,3222184,2729546,831834
21592,2021-12-28,South Dakota,1248921,623507,502713,166174
21593,2021-12-28,Tennessee,8839300,3994409,3494733,1180661
21594,2021-12-28,Texas,40274677,19282639,16462911,4462339
21595,2021-12-28,Utah,4458557,2147946,1873441,529069
21596,2021-12-28,Vermont,1245420,556048,482273,233020
21597,2021-12-28,Virgin Islands,128834,63065,53576,11220
21598,2021-12-28,Virginia,14394838,6723892,5791790,2064732
21599,2021-12-28,Washington,12457745,5738449,5155027,1874517
21600,2021-12-28,West Virginia,2472390,1105443,983692,358814
21601,2021-12-28,Wisconsin,9013117,3953818,3594180,1533697
21602,2021-12-28,Wyoming,679449,321856,273926,95682
21604,2021-12-29,Alabama,5604954,2863485,2331596,621747
21605,2021-12-29,Alaska,1021090,474829,411273,140447
21606,2021-12-29,American Samoa,75819,40254,32705,3406
21607,2021-12-29,Arizona,10435821,4883136,4139183,1217513
21608,2021-12-29,Arkansas,3781832,1888054,1541883,457150
21609,2021-12-29,California,65333736,32594083,26064776,8362130
