,Date,Province_State,Doses_admin,People_at_least_one_dose,People_fully_vaccinated,Total_additional_doses
13480,2021-08-08,Missouri,5567096,3054804,2575288,0
13481,2021-08-08,Montana,982678,535148,476946,0
13482,2021-08-08,Nebraska,1967513,1060618,965869,0
13483,2021-08-08,Nevada,3018890,1688120,1387468,0
13484,2021-08-08,New Hampshire,1604166,887717,796594,0
13485,2021-08-08,New Jersey,10503399,5944452,5237225,0
13486,2021-08-08,New Mexico,2517300,1393328,1210029,0
13487,2021-08-08,New York,23244086,12462861,11222796,0
13488,2021-08-08,North Carolina,9866778,5476636,4633571,0
13489,2021-08-08,North Dakota,669607,351005,307638,0
13490,2021-08-08,Northern Mariana Islands,62743,33145,30220,0
13491,2021-08-08,Ohio,11194989,5898714,5477126,0
13492,2021-08-08,Oklahoma,3528949,1947300,1613096,0
13493,2021-08-08,Oregon,4784150,2587126,2377183,0
13494,2021-08-08,Pennsylvania,14753470,8506484,6780132,0
13495,2021-08-08,Puerto Rico,4014073,2218169,1931586,0
13496,2021-08-08,Rhode Island,1342273,723610,657237,0
13497,2021-08-08,South Carolina,4482515,2461364,2113205,0
13498,2021-08-08,South Dakota,862084,474511,419199,0
13499,2021-08-08,Tennessee,5858066,3126504,2698657,0
13500,2021-08-08,Texas,27952207,15352314,12884456,0
13501,2021-08-08,Utah,3056260,1702268,1456448,0
13502,2021-08-08,Vermont,877608,473994,423475,0
13503,2021-08-08,Virgin Islands,87121,47177,38263,0
13504,2021-08-08,Virginia,9792373,5337963,4695439,0
13505,2021-08-08,Washington,9096256,4929670,4428982,0
13506,2021-08-08,West Virginia,1491666,828880,701936,0
13507,2021-08-08,Wisconsin,6222755,3280155,3036416,0
13508,2021-08-08,Wyoming,451995,245030,213987,0
13510,2021-08-09,Alabama,3699583,2207724,1708026,0
13511,2021-08-09,Alaska,704155,381619,335664,0
13512,2021-08-09,American Samoa,52933,29366,24217,0
13513,2021-08-09,Arizona,7209235,3934473,3332161,0
13514,2021-08-09,Arkansas,2546791,1482755,1134265,0
13515,2021-08-09,California,45890960,26070279,21182898,0
13516,2021-08-09,Colorado,6555288,3521775,3166212,0
13517,2021-08-09,Connecticut,4644569,2526794,2276740,0
13518,2021-08-09,Delaware,1104715,600191,518919,0
13519,2021-08-09,District of Columbia,914497,458794,392759,0
13520,2021-08-09,Florida,23116303,12807879,10651071,0
13521,2021-08-09,Georgia,9081621,5013198,4147336,0
13522,2021-08-09,Guam,204306,109311,99558,0
13523,2021-08-09,Hawaii,1731970,1020821,763174,0
13524,2021-08-09,Idaho,1391212,747823,674373,0
13525,2021-08-09,Illinois,13845631,8028729,6224217,0
13526,2021-08-09,Indiana,6154737,3233513,3007153,0
13527,2021-08-09,Iowa,3175312,1704929,1577857,0
13528,2021-08-09,Kansas,2753365,1588037,1334958,0
13529,2021-08-09,Kentucky,4279773,2386330,2063938,0
13530,2021-08-09,Louisiana,3783465,2083327,1746264,0
13531,2021-08-09,Maine,1684357,928421,863311,0
13532,2021-08-09,Maryland,7304903,3972500,3594624,0
13533,2021-08-09,Massachusetts,9220250,5058110,4437783,0
13534,2021-08-09,Michigan,9893303,5366731,4916181,0
13535,2021-08-09,Minnesota,6155624,3369855,3058921,0
13536,2021-08-09,Mississippi,2233670,1247448,1046554,0
13537,2021-08-09,Missouri,5585416,3065799,2583615,0
13538,2021-08-09,Montana,984347,536319,477513,0
13539,2021-08-09,Nebraska,1967622,1060716,965932,0
13540,2021-08-09,Nevada,3026079,1692896,1390125,0
13541,2021-08-09,New Hampshire,1605844,888867,797183,0
13542,2021-08-09,New Jersey,10522285,5956570,5244911,0
13543,2021-08-09,New Mexico,2523376,1397335,1212220,0
13544,2021-08-09,New York,23298810,12500047,11242272,0
13545,2021-08-09,North Carolina,9890927,5493492,4641521,0
13546,2021-08-09,North Dakota,671045,352002,308062,0
13547,2021-08-09,Northern Mariana Islands,62743,33145,30220,0
13548,2021-08-09,Ohio,11214315,5911724,5483870,0
13549,2021-08-09,Oklahoma,3531766,1949268,1614170,0
13550,2021-08-09,Oregon,4792126,2592451,2380397,0
13551,2021-08-09,Pennsylvania,14783069,8525803,6792292,0
13552,2021-08-09,Puerto Rico,4024226,2223667,1936640,0
13553,2021-08-09,Rhode Island,1344564,725015,658114,0
13554,2021-08-09,South Carolina,4496872,2471259,2118050,0
13555,2021-08-09,South Dakota,862677,474891,419484,0
13556,2021-08-09,Tennessee,5876793,3139336,2703826,0
13557,2021-08-09,Texas,28037931,15413924,12908811,0
13558,2021-08-09,Utah,3056335,1702380,1456505,0
13559,2021-08-09,Vermont,878409,474490,423788,0
13560,2021-08-09,Virgin Islands,87134,47195,38271,0
13561,2021-08-09,Virginia,9828557,5360689,4708697,0
13562,2021-08-09,Washington,9112639,4940114,4435828,0
13563,2021-08-09,West Virginia,1491865,829249,702135,0
13564,2021-08-09,Wisconsin,6233612,3287816,3040130,0
13565,2021-08-09,Wyoming,452145,245151,214065,0
13567,2021-08-10,Alabama,3712533,2217468,1711014,0
13568,2021-08-10,Alaska,704160,381639,335674,0
13569,2021-08-10,American Samoa,52933,29366,24217,0
13570,2021-08-10,Arizona,7225116,3944780,3337543,0
13571,2021-08-10,Arkansas,2553412,1486977,1136668,0
13572,2021-08-10,California,45960162,26113508,21210767,0
13573,2021-08-10,Colorado,6560654,3525132,3168267,0
13574,2021-08-10,Connecticut,4650879,2530916,2279172,0
13575,2021-08-10,Delaware,1106367,601201,519502,0
13576,2021-08-10,District of Columbia,915400,459388,393096,0
13577,2021-08-10,Florida,23184671,12856655,10670383,0
13578,2021-08-10,Georgia,9081740,5013900,4147538,0
13579,2021-08-10,Guam,204309,109312,99559,0
13580,2021-08-10,Hawaii,1732559,1021312,763412,0
13581,2021-08-10,Idaho,1392998,749092,674952,0
13582,2021-08-10,Illinois,13883544,8046021,6233627,0
13583,2021-08-10,Indiana,6164430,3239686,3010752,0
13584,2021-08-10,Iowa,3175314,1705078,1577924,0
13585,2021-08-10,Kansas,2758088,1591038,1336693,0
13586,2021-08-10,Kentucky,4288527,2392410,2066719,0
13587,2021-08-10,Louisiana,3796705,2093100,1749726,0
13588,2021-08-10,Maine,1684373,928500,863342,0
13589,2021-08-10,Maryland,7311649,3976822,3597097,0
13590,2021-08-10,Massachusetts,9228913,5063922,4441091,0
13591,2021-08-10,Michigan,9893319,5366926,4916256,0
13592,2021-08-10,Minnesota,6162496,3374676,3061029,0
13593,2021-08-10,Mississippi,2233714,1247758,1046655,0
13594,2021-08-10,Missouri,5599239,3073655,2589691,0
13595,2021-08-10,Montana,984354,536353,477520,0
13596,2021-08-10,Nebraska,1975183,1065928,968293,0
13597,2021-08-10,Nevada,3035768,1698913,1393754,0
13598,2021-08-10,New Hampshire,1608848,890604,798311,0
13599,2021-08-10,New Jersey,10535188,5965020,5249953,0
13600,2021-08-10,New Mexico,2526558,1399576,1213350,0
13601,2021-08-10,New York,23323044,12516963,11250757,0
13602,2021-08-10,North Carolina,9904636,5503289,4645621,0
13603,2021-08-10,North Dakota,671325,352255,308121,0
13604,2021-08-10,Northern Mariana Islands,62743,33145,30220,0
13605,2021-08-10,Ohio,11226052,5919364,5488386,0
13606,2021-08-10,Oklahoma,3532737,1950051,1614481,0
13607,2021-08-10,Oregon,4797587,2596102,2382454,0
13608,2021-08-10,Pennsylvania,14800866,8538029,6798684,0
13609,2021-08-10,Puerto Rico,4029615,2227059,1938819,0
13610,2021-08-10,Rhode Island,1346164,726004,658743,0
13611,2021-08-10,South Carolina,4508642,2479798,2121421,0
13612,2021-08-10,South Dakota,862788,475002,419524,0
13613,2021-08-10,Tennessee,5891179,3149581,2707617,0
13614,2021-08-10,Texas,28098028,15457140,12926750,0
13615,2021-08-10,Utah,3056351,1702463,1456524,0
13616,2021-08-10,Vermont,879159,474923,424139,0
13617,2021-08-10,Virgin Islands,87155,47212,38276,0
13618,2021-08-10,Virginia,9828624,5361074,4708832,0
13619,2021-08-10,Washington,9125386,4948311,4440768,0
13620,2021-08-10,West Virginia,1491941,829371,702196,0
13621,2021-08-10,Wisconsin,6240656,3292825,3042428,0
13622,2021-08-10,Wyoming,452173,245188,214089,0
13624,2021-08-11,Alabama,3730982,2231388,1715676,0
13625,2021-08-11,Alaska,704538,381886,335812,0
13626,2021-08-11,American Samoa,53169,29453,24310,0
13627,2021-08-11,Arizona,7233060,3950148,3340305,0
13628,2021-08-11,Arkansas,2558554,1490336,1138453,0
13629,2021-08-11,California,46003535,26140858,21227975,0
13630,2021-08-11,Colorado,6568177,3529475,3171403,0
13631,2021-08-11,Connecticut,4655325,2533958,2281033,0
13632,2021-08-11,Delaware,1107520,601953,519962,0
13633,2021-08-11,District of Columbia,916220,459981,393396,0
13634,2021-08-11,Florida,23234418,12892048,10684883,0
13635,2021-08-11,Georgia,9184131,5085962,4175678,0
13636,2021-08-11,Guam,204353,109337,99590,0
13637,2021-08-11,Hawaii,1733853,1022234,764046,0
13638,2021-08-11,Idaho,1393789,749738,675261,0
13639,2021-08-11,Illinois,13900001,8056810,6240103,0
13640,2021-08-11,Indiana,6170138,3243411,3012672,0
13641,2021-08-11,Iowa,3188586,1714157,1582252,0
13642,2021-08-11,Kansas,2761090,1593047,1337778,0
13643,2021-08-11,Kentucky,4293951,2396089,2068500,0
13644,2021-08-11,Louisiana,3805136,2099407,1752030,0
13645,2021-08-11,Maine,1688991,931713,864683,0
13646,2021-08-11,Maryland,7321740,3983025,3600906,0
13647,2021-08-11,Massachusetts,9235664,5068455,4443878,0
13648,2021-08-11,Michigan,9908203,5376820,4921730,0
13649,2021-08-11,Minnesota,6166743,3377759,3062274,0
13650,2021-08-11,Mississippi,2233752,1248005,1046719,0
13651,2021-08-11,Missouri,5611120,3080124,2595376,0
13652,2021-08-11,Montana,985842,537399,477935,0
13653,2021-08-11,Nebraska,1977171,1067443,968924,0
13654,2021-08-11,Nevada,3041339,1702416,1395968,0
13655,2021-08-11,New Hampshire,1610929,891874,799090,0
13656,2021-08-11,New Jersey,10549532,5974524,5255860,0
13657,2021-08-11,New Mexico,2527867,1400463,1213844,0
13658,2021-08-11,New York,23364582,12544453,11265249,0
13659,2021-08-11,North Carolina,9914335,5510035,4648737,0
13660,2021-08-11,North Dakota,671375,352324,308131,0
13661,2021-08-11,Northern Mariana Islands,63157,33295,30489,0
13662,2021-08-11,Ohio,11236441,5926050,5492252,0
13663,2021-08-11,Oklahoma,3556567,1966499,1621616,0
13664,2021-08-11,Oregon,4800647,2598206,2383599,0
13665,2021-08-11,Pennsylvania,14812827,8546160,6803251,0
13666,2021-08-11,Puerto Rico,4032427,2229006,1939815,0
13667,2021-08-11,Rhode Island,1347334,728730,659926,0
13668,2021-08-11,South Carolina,4515673,2485201,2123387,0
13669,2021-08-11,South Dakota,865289,476776,420280,0
13670,2021-08-11,Tennessee,5901513,3157007,2710462,0
13671,2021-08-11,Texas,28158288,15499791,12946189,0
13672,2021-08-11,Utah,3080834,1718033,1465221,0
13673,2021-08-11,Vermont,879649,475252,424362,0
13674,2021-08-11,Virgin Islands,87689,47530,38506,0
13675,2021-08-11,Virginia,9840484,5368983,4713170,0
13676,2021-08-11,Washington,9133244,4953456,4443655,0
13677,2021-08-11,West Virginia,1492505,829723,702545,0
13678,2021-08-11,Wisconsin,6244774,3295804,3043823,0
13679,2021-08-11,Wyoming,454495,246769,214853,0
13681,2021-08-12,Alabama,3733090,2233401,1716368,0
13682,2021-08-12,Alaska,705607,382608,336220,0
13683,2021-08-12,American Samoa,53169,29454,24310,0
13684,2021-08-12,Arizona,7243338,3956517,3344365,0
13685,2021-08-12,Arkansas,2570239,1497866,1142832,0
13686,2021-08-12,California,46089472,26194546,21262872,0
13687,2021-08-12,Colorado,6577649,3534887,3175463,0
13688,2021-08-12,Connecticut,4661382,2537740,2283566,0
13689,2021-08-12,Delaware,1109125,602903,520614,0
13690,2021-08-12,District of Columbia,917068,460559,393767,0
13691,2021-08-12,Florida,23295831,12933877,10704107,0
13692,2021-08-12,Georgia,9207769,5102394,4182784,0
13693,2021-08-12,Guam,204821,109574,99860,0
13694,2021-08-12,Hawaii,1735680,1023635,764799,0
13695,2021-08-12,Idaho,1395871,751114,676052,0
13696,2021-08-12,Illinois,13918406,8067993,6247879,0
13697,2021-08-12,Indiana,6179127,3248988,3016170,0
13698,2021-08-12,Iowa,3193184,1717305,1583886,0
13699,2021-08-12,Kansas,2766763,1596570,1340086,0
13700,2021-08-12,Kentucky,4301981,2401705,2071391,0
13701,2021-08-12,Louisiana,3820920,2111280,1756564,0
13702,2021-08-12,Maine,1690416,932608,865297,0
13703,2021-08-12,Maryland,7332834,3989645,3605447,0
13704,2021-08-12,Massachusetts,9243823,5073659,4447391,0
13705,2021-08-12,Michigan,9919802,5384006,4926748,0
13706,2021-08-12,Minnesota,6175256,3383082,3065638,0
13707,2021-08-12,Mississippi,2255050,1262874,1052506,0
13708,2021-08-12,Missouri,5627432,3089123,2603304,0
13709,2021-08-12,Montana,987173,538243,478472,0
13710,2021-08-12,Nebraska,1980288,1069421,970147,0
13711,2021-08-12,Nevada,3046186,1705382,1398281,0
13712,2021-08-12,New Hampshire,1612006,892640,799440,0
13713,2021-08-12,New Jersey,10566222,5985362,5263595,0
13714,2021-08-12,New Mexico,2531528,1402965,1215174,0
13715,2021-08-12,New York,23410994,12575820,11281250,0
13716,2021-08-12,North Carolina,9927720,5519277,4653560,0
13717,2021-08-12,North Dakota,672252,352910,308432,0
13718,2021-08-12,Northern Mariana Islands,63451,33489,30602,0
13719,2021-08-12,Ohio,11253284,5937392,5498016,0
13720,2021-08-12,Oklahoma,3566215,1973008,1624966,0
13721,2021-08-12,Oregon,4805974,2601592,2385758,0
13722,2021-08-12,Pennsylvania,14839806,8562645,6814649,0
13723,2021-08-12,Puerto Rico,4041146,2234537,1943455,0
13724,2021-08-12,Rhode Island,1348833,729707,660680,0
13725,2021-08-12,South Carolina,4516350,2485901,2123769,0
13726,2021-08-12,South Dakota,866769,477732,420963,0
13727,2021-08-12,Tennessee,5915159,3165928,2714620,0
13728,2021-08-12,Texas,28227060,15548515,12967261,0
13729,2021-08-12,Utah,3092195,1724995,1469413,0
13730,2021-08-12,Vermont,879920,475440,424493,0
13731,2021-08-12,Virgin Islands,88043,47738,38663,0
13732,2021-08-12,Virginia,9863049,5382131,4722912,0
13733,2021-08-12,Washington,9134591,4954823,4444092,0
13734,2021-08-12,West Virginia,1493244,830299,702932,0
13735,2021-08-12,Wisconsin,6251863,3300495,3046547,0
13736,2021-08-12,Wyoming,455423,247464,215204,0
13738,2021-08-13,Alabama,3748680,2245275,1720455,0
13739,2021-08-13,Alaska,706538,383274,336622,0
13740,2021-08-13,American Samoa,53169,29454,24310,0
13741,2021-08-13,Arizona,7253931,3962971,3348704,0
13742,2021-08-13,Arkansas,2581762,1505180,1147261,0
13743,2021-08-13,California,46165206,26241900,21293344,0
13744,2021-08-13,Colorado,6587689,3540895,3179819,0
13745,2021-08-13,Connecticut,4667990,2541953,2286455,0
13746,2021-08-13,Delaware,1110361,603689,521087,0
13747,2021-08-13,District of Columbia,918901,461662,394566,0
13748,2021-08-13,Florida,23345223,12967103,10720783,0
13749,2021-08-13,Georgia,9208320,5103376,4183379,0
13750,2021-08-13,Guam,205529,109930,100259,0
13751,2021-08-13,Hawaii,1737962,1025324,765742,0
13752,2021-08-13,Idaho,1397994,752539,676878,0
13753,2021-08-13,Illinois,13936712,8079101,6255348,0
13754,2021-08-13,Indiana,6188855,3254735,3020153,0
13755,2021-08-13,Iowa,3196044,1719315,1584976,0
13756,2021-08-13,Kansas,2772910,1600332,1342688,0
13757,2021-08-13,Kentucky,4312359,2409055,2074806,0
13758,2021-08-13,Louisiana,3836597,2122432,1761790,0
13759,2021-08-13,Maine,1692077,933659,865987,0
13760,2021-08-13,Maryland,7347058,3998224,3611110,0
13761,2021-08-13,Massachusetts,9253493,5079510,4451811,0
13762,2021-08-13,Michigan,9931532,5391275,4931926,0
13763,2021-08-13,Minnesota,6184115,3388867,3068967,0
13764,2021-08-13,Mississippi,2265054,1269806,1055521,0
13765,2021-08-13,Missouri,5645732,3098198,2613256,0
13766,2021-08-13,Montana,988858,539350,479129,0
13767,2021-08-13,Nebraska,1983371,1071326,971267,0
13768,2021-08-13,Nevada,3050470,1708065,1400235,0
13769,2021-08-13,New Hampshire,1613843,891207,797825,0
13770,2021-08-13,New Jersey,10582372,5995364,5271010,0
13771,2021-08-13,New Mexico,2536756,1406382,1217270,0
13772,2021-08-13,New York,23446958,12598228,11294591,0
13773,2021-08-13,North Carolina,9953649,5536675,4662804,0
13774,2021-08-13,North Dakota,673739,353874,308927,0
13775,2021-08-13,Northern Mariana Islands,63621,33573,30690,0
13776,2021-08-13,Ohio,11268911,5947359,5503962,0
13777,2021-08-13,Oklahoma,3575444,1979238,1628253,0
13778,2021-08-13,Oregon,4812087,2605552,2388289,0
13779,2021-08-13,Pennsylvania,14868761,8580951,6826472,0
13780,2021-08-13,Puerto Rico,4047486,2238536,1946164,0
13781,2021-08-13,Rhode Island,1350658,730689,661483,0
13782,2021-08-13,South Carolina,4533845,2498363,2129360,0
13783,2021-08-13,South Dakota,868447,478783,421633,0
13784,2021-08-13,Tennessee,5928462,3174315,2718621,0
13785,2021-08-13,Texas,28324847,15614051,13000265,0
13786,2021-08-13,Utah,3092258,1725113,1469482,0
13787,2021-08-13,Vermont,856595,466518,416691,0
13788,2021-08-13,Virgin Islands,88700,48137,38944,0
13789,2021-08-13,Virginia,9878495,5391776,4729067,0
13790,2021-08-13,Washington,9160328,4970559,4454780,0
13791,2021-08-13,West Virginia,1494265,831194,703416,0
13792,2021-08-13,Wisconsin,6259140,3305359,3049535,0
13793,2021-08-13,Wyoming,456497,248225,215625,0
13795,2021-08-14,Alabama,3764110,2256357,1725039,0
13796,2021-08-14,Alaska,707991,384191,337234,0
13797,2021-08-14,American Samoa,53783,29730,24646,0
13798,2021-08-14,Arizona,7284228,3980872,3360537,0
13799,2021-08-14,Arkansas,2595068,1513243,1152458,0
13800,2021-08-14,California,46286694,26316300,21343162,0
13801,2021-08-14,Colorado,6605663,3551100,3187629,0
13802,2021-08-14,Connecticut,4676689,2547196,2290348,0
13803,2021-08-14,Delaware,1112702,605027,522104,0
13804,2021-08-14,District of Columbia,920449,462721,395147,0
13805,2021-08-14,Florida,23427389,13022776,10746993,0
13806,2021-08-14,Georgia,9209143,5104563,4184099,0
13807,2021-08-14,Guam,205558,109953,100282,0
13808,2021-08-14,Hawaii,1740171,1026997,766708,0
13809,2021-08-14,Idaho,1400886,754501,677994,0
13810,2021-08-14,Illinois,13991192,8101207,6269965,0
13811,2021-08-14,Indiana,6200855,3262006,3024995,0
13812,2021-08-14,Iowa,3204395,1724836,1588148,0
13813,2021-08-14,Kansas,2780814,1605249,1345873,0
13814,2021-08-14,Kentucky,4325135,2417736,2079283,0
13815,2021-08-14,Louisiana,3836852,2122811,1761980,0
13816,2021-08-14,Maine,1694443,935070,866959,0
13817,2021-08-14,Maryland,7361975,4007157,3617278,0
13818,2021-08-14,Massachusetts,9264895,5086700,4456692,0
13819,2021-08-14,Michigan,9945106,5399563,4937718,0
13820,2021-08-14,Minnesota,6194534,3395736,3073003,0
13821,2021-08-14,Mississippi,2277191,1278047,1059219,0
13822,2021-08-14,Missouri,5667451,3109469,2624140,0
13823,2021-08-14,Montana,990899,540730,479836,0
13824,2021-08-14,Nebraska,1989219,1074802,973593,0
13825,2021-08-14,Nevada,3061607,1714566,1405111,0
13826,2021-08-14,New Hampshire,1615121,892051,798353,0
13827,2021-08-14,New Jersey,10611715,6013213,5283871,0
13828,2021-08-14,New Mexico,2541912,1409744,1219251,0
13829,2021-08-14,New York,23512414,12638879,11320570,0
13830,2021-08-14,North Carolina,9975734,5552095,4670619,0
13831,2021-08-14,North Dakota,675213,354822,309457,0
13832,2021-08-14,Northern Mariana Islands,63865,33706,30809,0
13833,2021-08-14,Ohio,11284895,5956971,5510249,0
13834,2021-08-14,Oklahoma,3588925,1988129,1633180,0
13835,2021-08-14,Oregon,4822151,2612166,2392075,0
13836,2021-08-14,Pennsylvania,14895375,8596988,6838367,0
13837,2021-08-14,Puerto Rico,4058183,2245543,1950169,0
13838,2021-08-14,Rhode Island,1352952,731949,662445,0
13839,2021-08-14,South Carolina,4547435,2507946,2133595,0
13840,2021-08-14,South Dakota,870481,480050,422503,0
13841,2021-08-14,Tennessee,5948040,3187023,2724725,0
13842,2021-08-14,Texas,28446293,15696808,13039459,0
13843,2021-08-14,Utah,3092317,1725288,1469566,0
13844,2021-08-14,Vermont,858490,467340,417479,0
13845,2021-08-14,Virgin Islands,89189,48452,39129,0
13846,2021-08-14,Virginia,9893099,5401078,4734995,0
13847,2021-08-14,Washington,9179672,4982696,4462443,0
13848,2021-08-14,West Virginia,1495285,832076,703868,0
13849,2021-08-14,Wisconsin,6270681,3312948,3054020,0
13850,2021-08-14,Wyoming,456647,248395,215692,0
13852,2021-08-15,Alabama,3769434,2260327,1726776,0
13853,2021-08-15,Alaska,709158,384971,337746,0
13854,2021-08-15,American Samoa,53819,29749,24663,0
13855,2021-08-15,Arizona,7308847,3992849,3373163,0
13856,2021-08-15,Arkansas,2609173,1521476,1158486,0
13857,2021-08-15,California,46378183,26371608,21382685,0
13858,2021-08-15,Colorado,6619248,3558864,3193988,0
13859,2021-08-15,Connecticut,4686507,2553252,2294658,0
13860,2021-08-15,Delaware,1115629,606818,523257,0
13861,2021-08-15,District of Columbia,922964,463601,396271,0
13862,2021-08-15,Florida,23521841,13083104,10780744,0
13863,2021-08-15,Georgia,9209838,5105798,4184634,0
13864,2021-08-15,Guam,205624,109994,100319,0
13865,2021-08-15,Hawaii,1742463,1028653,767674,0
13866,2021-08-15,Idaho,1404134,756750,679159,0
13867,2021-08-15,Illinois,14039870,8119173,6282377,0
13868,2021-08-15,Indiana,6213287,3269213,3030350,0
13869,2021-08-15,Iowa,3210521,1728809,1590491,0
13870,2021-08-15,Kansas,2789887,1611245,1349554,0
13871,2021-08-15,Kentucky,4339316,2427372,2084269,0
13872,2021-08-15,Louisiana,3890404,2156277,1782078,0
13873,2021-08-15,Maine,1697659,937015,868283,0
13874,2021-08-15,Maryland,7374832,4014946,3623262,0
13875,2021-08-15,Massachusetts,9277892,5094960,4462455,0
13876,2021-08-15,Michigan,9959554,5408284,4944192,0
13877,2021-08-15,Minnesota,6206189,3403515,3077482,0
13878,2021-08-15,Mississippi,2292961,1288512,1064441,0
13879,2021-08-15,Missouri,5707897,3130445,2643619,0
13880,2021-08-15,Montana,992942,542054,480608,0
13881,2021-08-15,Nebraska,1994310,1077904,975454,0
13882,2021-08-15,Nevada,3070083,1719430,1408899,0
13883,2021-08-15,New Hampshire,1617808,893628,799301,0
13884,2021-08-15,New Jersey,10630697,6025025,5292288,0
13885,2021-08-15,New Mexico,2542247,1410127,1219486,0
13886,2021-08-15,New York,23561203,12668998,11340797,0
13887,2021-08-15,North Carolina,10015155,5578732,4684005,0
13888,2021-08-15,North Dakota,677097,355988,310167,0
13889,2021-08-15,Northern Mariana Islands,64089,33850,30907,0
13890,2021-08-15,Ohio,11311690,5973630,5520799,0
13891,2021-08-15,Oklahoma,3602786,1996864,1638478,0
13892,2021-08-15,Oregon,4830859,2617909,2395283,0
13893,2021-08-15,Pennsylvania,14929940,8617751,6853123,0
13894,2021-08-15,Puerto Rico,4070921,2255041,1953704,0
13895,2021-08-15,Rhode Island,1355650,733491,663552,0
13896,2021-08-15,South Carolina,4565307,2520157,2139177,0
13897,2021-08-15,South Dakota,872212,481229,423119,0
13898,2021-08-15,Tennessee,5971286,3201493,2732498,0
13899,2021-08-15,Texas,28577758,15776656,13092726,0
13900,2021-08-15,Utah,3092465,1725523,1469671,0
13901,2021-08-15,Vermont,859352,467886,417827,0
13902,2021-08-15,Virgin Islands,89771,48757,39416,0
13903,2021-08-15,Virginia,9922363,5418553,4746488,0
13904,2021-08-15,Washington,9195436,4992568,4468851,0
13905,2021-08-15,West Virginia,1496300,833001,704308,0
13906,2021-08-15,Wisconsin,6283735,3321461,3059325,0
13907,2021-08-15,Wyoming,456796,248544,215782,0
13909,2021-08-16,Alabama,3792348,2275050,1734722,0
13910,2021-08-16,Alaska,709232,385053,337807,0
13911,2021-08-16,American Samoa,53819,29749,24663,0
13912,2021-08-16,Arizona,7323382,4001959,3379160,0
13913,2021-08-16,Arkansas,2623952,1529378,1165348,0
13914,2021-08-16,California,46466637,26425744,21420762,0
13915,2021-08-16,Colorado,6629016,3564363,3198494,0
13916,2021-08-16,Connecticut,4693787,2557518,2297774,0
13917,2021-08-16,Delaware,1115654,606921,523315,0
13918,2021-08-16,District of Columbia,924434,464352,396780,0
13919,2021-08-16,Florida,23606283,13134345,10813286,0
13920,2021-08-16,Georgia,9210328,5106743,4185186,0
13921,2021-08-16,Guam,205629,109998,100322,0
13922,2021-08-16,Hawaii,1744877,1030280,768614,0
13923,2021-08-16,Idaho,1407457,759060,680349,0
13924,2021-08-16,Illinois,14084250,8141918,6300283,0
13925,2021-08-16,Indiana,6224821,3275785,3035425,0
13926,2021-08-16,Iowa,3210527,1728883,1590534,0
13927,2021-08-16,Kansas,2798136,1616126,1352951,0
13928,2021-08-16,Kentucky,4350464,2434586,2088471,0
13929,2021-08-16,Louisiana,3890510,2156435,1782199,0
13930,2021-08-16,Maine,1697679,937060,868305,0
13931,2021-08-16,Maryland,7382630,4019328,3626599,0
13932,2021-08-16,Massachusetts,9277928,5095245,4462638,0
13933,2021-08-16,Michigan,9971999,5415561,4949850,0
13934,2021-08-16,Minnesota,6206265,3403706,3077575,0
13935,2021-08-16,Mississippi,2293055,1288839,1064606,0
13936,2021-08-16,Missouri,5721638,3137231,2650592,0
13937,2021-08-16,Montana,993113,542173,480710,0
13938,2021-08-16,Nebraska,1994341,1077949,975483,0
13939,2021-08-16,Nevada,3076968,1723546,1411919,0
13940,2021-08-16,New Hampshire,1619487,894627,799928,0
13941,2021-08-16,New Jersey,10650221,6036523,5300615,0
13942,2021-08-16,New Mexico,2542728,1410559,1219759,0
13943,2021-08-16,New York,23595998,12690312,11355896,0
13944,2021-08-16,North Carolina,10029789,5587386,4689773,0
13945,2021-08-16,North Dakota,678556,356892,310604,0
13946,2021-08-16,Northern Mariana Islands,64104,33853,30919,0
13947,2021-08-16,Ohio,11329969,5984303,5528957,0
13948,2021-08-16,Oklahoma,3615884,2004960,1643677,0
13949,2021-08-16,Oregon,4830886,2618070,2395364,0
13950,2021-08-16,Pennsylvania,14957548,8634046,6865107,0
13951,2021-08-16,Puerto Rico,4081296,2262041,1957395,0
13952,2021-08-16,Rhode Island,1355713,733568,663595,0
13953,2021-08-16,South Carolina,4580571,2530472,2144230,0
13954,2021-08-16,South Dakota,872832,481577,423439,0
13955,2021-08-16,Tennessee,5991013,3213618,2739215,0
13956,2021-08-16,Texas,28671337,15834329,13127433,0
13957,2021-08-16,Utah,3092477,1725611,1469718,0
13958,2021-08-16,Vermont,860263,468394,418230,0
13959,2021-08-16,Virgin Islands,89771,48759,39416,0
13960,2021-08-16,Virginia,9922979,5419318,4746980,0
13961,2021-08-16,Washington,9214579,5004272,4476641,0
13962,2021-08-16,West Virginia,1496486,833229,704399,0
13963,2021-08-16,Wisconsin,6284010,3321738,3059567,0
13964,2021-08-16,Wyoming,456986,248696,215857,0
13966,2021-08-17,Alabama,3815944,2289141,1743610,0
13967,2021-08-17,Alaska,711092,386179,338549,0
13968,2021-08-17,American Samoa,53819,29749,24663,0
13969,2021-08-17,Arizona,7339062,4010968,3385335,0
13970,2021-08-17,Arkansas,2630531,1532747,1168479,0
13971,2021-08-17,California,46585588,26496378,21468246,0
13972,2021-08-17,Colorado,6635972,3568136,3201282,0
13973,2021-08-17,Connecticut,4700511,2561549,2300866,0
