Date,State,Number of Death Cases
3/25/22,Colorado,12461
3/26/22,Colorado,12461
3/27/22,Colorado,12462
3/28/22,Colorado,12464
3/29/22,Colorado,12466
3/30/22,Colorado,12469
3/31/22,Colorado,12472
4/1/22,Colorado,12473
4/2/22,Colorado,12473
4/3/22,Colorado,12473
4/4/22,Colorado,12476
4/5/22,Colorado,12477
4/6/22,Colorado,12479
4/7/22,Colorado,12483
4/8/22,Colorado,12484
4/9/22,Colorado,12484
4/10/22,Colorado,12487
4/11/22,Colorado,12495
4/12/22,Colorado,12497
4/13/22,Colorado,12498
4/14/22,Colorado,12501
4/15/22,Colorado,12501
4/16/22,Colorado,12501
4/17/22,Colorado,12501
4/18/22,Colorado,12504
4/19/22,Colorado,12507
4/20/22,Colorado,12510
4/21/22,Colorado,12512
4/22/22,Colorado,12516
4/23/22,Colorado,12519
4/24/22,Colorado,12520
4/25/22,Colorado,12525
4/26/22,Colorado,12528
4/27/22,Colorado,12529
4/28/22,Colorado,12532
4/29/22,Colorado,12532
4/30/22,Colorado,12532
5/1/22,Colorado,12532
5/2/22,Colorado,12538
5/3/22,Colorado,12540
5/4/22,Colorado,12543
5/5/22,Colorado,12551
5/6/22,Colorado,12558
5/7/22,Colorado,12560
5/8/22,Colorado,12563
5/9/22,Colorado,12569
5/10/22,Colorado,12572
5/11/22,Colorado,12577
5/12/22,Colorado,12586
5/13/22,Colorado,12591
5/14/22,Colorado,12593
5/15/22,Colorado,12594
5/16/22,Colorado,12601
5/17/22,Colorado,12603
5/18/22,Colorado,12611
5/19/22,Colorado,12616
5/20/22,Colorado,12623
5/21/22,Colorado,12625
5/22/22,Colorado,12627
5/23/22,Colorado,12636
5/24/22,Colorado,12639
5/25/22,Colorado,12648
5/26/22,Colorado,12657
5/27/22,Colorado,12662
5/28/22,Colorado,12664
5/29/22,Colorado,12669
5/30/22,Colorado,12674
5/31/22,Colorado,12689
6/1/22,Colorado,12698
6/2/22,Colorado,12707
6/3/22,Colorado,12721
6/4/22,Colorado,12724
6/5/22,Colorado,12731
6/6/22,Colorado,12740
6/7/22,Colorado,12746
6/8/22,Colorado,12751
6/9/22,Colorado,12761
6/10/22,Colorado,12770
6/11/22,Colorado,12772
6/12/22,Colorado,12776
6/13/22,Colorado,12796
6/14/22,Colorado,12807
6/15/22,Colorado,12811
6/16/22,Colorado,12820
6/17/22,Colorado,12828
6/18/22,Colorado,12836
6/19/22,Colorado,12842
6/20/22,Colorado,12853
6/21/22,Colorado,12859
6/22/22,Colorado,12869
6/23/22,Colorado,12875
6/24/22,Colorado,12880
6/25/22,Colorado,12881
6/26/22,Colorado,12886
6/27/22,Colorado,12892
6/28/22,Colorado,12906
6/29/22,Colorado,12911
6/30/22,Colorado,12918
7/1/22,Colorado,12921
7/2/22,Colorado,12923
7/3/22,Colorado,12925
7/4/22,Colorado,12929
7/5/22,Colorado,12945
7/6/22,Colorado,12952
7/7/22,Colorado,12963
7/8/22,Colorado,12966
7/9/22,Colorado,12969
7/10/22,Colorado,12973
7/11/22,Colorado,12984
7/12/22,Colorado,12988
7/13/22,Colorado,12990
7/14/22,Colorado,13003
7/15/22,Colorado,13018
7/16/22,Colorado,13024
7/17/22,Colorado,13026
7/18/22,Colorado,13036
7/19/22,Colorado,13037
7/20/22,Colorado,13042
7/21/22,Colorado,13048
7/22/22,Colorado,13054
7/23/22,Colorado,13058
7/24/22,Colorado,13061
7/25/22,Colorado,13068
7/26/22,Colorado,13071
7/27/22,Colorado,13075
7/28/22,Colorado,13077
7/29/22,Colorado,13077
7/30/22,Colorado,13078
7/31/22,Colorado,13078
8/1/22,Colorado,13086
8/2/22,Colorado,13091
8/3/22,Colorado,13094
8/4/22,Colorado,13096
8/5/22,Colorado,13100
8/6/22,Colorado,13100
8/7/22,Colorado,13103
8/8/22,Colorado,13106
8/9/22,Colorado,13110
8/10/22,Colorado,13114
8/11/22,Colorado,13114
8/12/22,Colorado,13116
8/13/22,Colorado,13116
8/14/22,Colorado,13116
8/15/22,Colorado,13118
8/16/22,Colorado,13118
8/17/22,Colorado,13118
8/18/22,Colorado,13122
8/19/22,Colorado,13122
8/20/22,Colorado,13122
8/21/22,Colorado,13124
8/22/22,Colorado,13124
8/23/22,Colorado,13132
8/24/22,Colorado,13137
8/25/22,Colorado,13143
8/26/22,Colorado,13151
8/27/22,Colorado,13151
8/28/22,Colorado,13151
8/29/22,Colorado,13156
8/30/22,Colorado,13162
8/31/22,Colorado,13166
9/1/22,Colorado,13170
9/2/22,Colorado,13177
9/3/22,Colorado,13177
9/4/22,Colorado,13177
9/5/22,Colorado,13182
9/6/22,Colorado,13182
9/7/22,Colorado,13192
9/8/22,Colorado,13192
9/9/22,Colorado,13207
9/10/22,Colorado,13207
9/11/22,Colorado,13207
9/12/22,Colorado,13211
9/13/22,Colorado,13220
9/14/22,Colorado,13230
9/15/22,Colorado,13236
9/16/22,Colorado,13240
9/17/22,Colorado,13240
9/18/22,Colorado,13240
9/19/22,Colorado,13246
9/20/22,Colorado,13253
9/21/22,Colorado,13260
9/22/22,Colorado,13263
9/23/22,Colorado,13272
9/24/22,Colorado,13272
9/25/22,Colorado,13272
9/26/22,Colorado,13282
9/27/22,Colorado,13288
9/28/22,Colorado,13300
9/29/22,Colorado,13307
9/30/22,Colorado,13316
10/1/22,Colorado,13316
10/2/22,Colorado,13316
10/3/22,Colorado,13316
10/4/22,Colorado,13319
10/5/22,Colorado,13334
10/6/22,Colorado,13333
10/7/22,Colorado,13333
10/8/22,Colorado,13333
10/9/22,Colorado,13333
10/10/22,Colorado,13339
10/11/22,Colorado,13348
10/12/22,Colorado,13354
10/13/22,Colorado,13365
10/14/22,Colorado,13365
10/15/22,Colorado,13365
10/16/22,Colorado,13365
10/17/22,Colorado,13370
10/18/22,Colorado,13373
10/19/22,Colorado,13378
10/20/22,Colorado,13384
10/21/22,Colorado,13387
10/22/22,Colorado,13387
10/23/22,Colorado,13387
10/24/22,Colorado,13392
10/25/22,Colorado,13397
10/26/22,Colorado,13402
10/27/22,Colorado,13415
10/28/22,Colorado,13415
10/29/22,Colorado,13415
10/30/22,Colorado,13415
10/31/22,Colorado,13421
11/1/22,Colorado,13429
11/2/22,Colorado,13430
11/3/22,Colorado,13439
11/4/22,Colorado,13449
11/5/22,Colorado,13449
11/6/22,Colorado,13449
11/7/22,Colorado,13455
11/8/22,Colorado,13465
11/9/22,Colorado,13473
11/10/22,Colorado,13481
11/11/22,Colorado,13482
11/12/22,Colorado,13482
11/13/22,Colorado,13482
11/14/22,Colorado,13485
11/15/22,Colorado,13504
11/16/22,Colorado,13506
11/17/22,Colorado,13520
11/18/22,Colorado,13526
11/19/22,Colorado,13526
11/20/22,Colorado,13526
11/21/22,Colorado,13529
11/22/22,Colorado,13558
11/23/22,Colorado,13572
11/24/22,Colorado,13572
11/25/22,Colorado,13586
11/26/22,Colorado,13586
11/27/22,Colorado,13586
11/28/22,Colorado,13586
11/29/22,Colorado,13609
11/30/22,Colorado,13609
12/1/22,Colorado,13627
12/2/22,Colorado,13632
12/3/22,Colorado,13632
12/4/22,Colorado,13632
12/5/22,Colorado,13652
12/6/22,Colorado,13668
12/7/22,Colorado,13682
12/8/22,Colorado,13697
1/22/20,Connecticut,0
1/23/20,Connecticut,0
1/24/20,Connecticut,0
1/25/20,Connecticut,0
1/26/20,Connecticut,0
1/27/20,Connecticut,0
1/28/20,Connecticut,0
1/29/20,Connecticut,0
1/30/20,Connecticut,0
1/31/20,Connecticut,0
2/1/20,Connecticut,0
2/2/20,Connecticut,0
2/3/20,Connecticut,0
2/4/20,Connecticut,0
2/5/20,Connecticut,0
2/6/20,Connecticut,0
2/7/20,Connecticut,0
2/8/20,Connecticut,0
2/9/20,Connecticut,0
2/10/20,Connecticut,0
2/11/20,Connecticut,0
2/12/20,Connecticut,0
2/13/20,Connecticut,0
2/14/20,Connecticut,0
2/15/20,Connecticut,0
2/16/20,Connecticut,0
2/17/20,Connecticut,0
2/18/20,Connecticut,0
2/19/20,Connecticut,0
2/20/20,Connecticut,0
2/21/20,Connecticut,0
2/22/20,Connecticut,0
2/23/20,Connecticut,0
2/24/20,Connecticut,0
2/25/20,Connecticut,0
2/26/20,Connecticut,0
2/27/20,Connecticut,0
2/28/20,Connecticut,0
2/29/20,Connecticut,0
3/1/20,Connecticut,0
3/2/20,Connecticut,0
3/3/20,Connecticut,0
3/4/20,Connecticut,0
3/5/20,Connecticut,0
3/6/20,Connecticut,0
3/7/20,Connecticut,0
3/8/20,Connecticut,0
3/9/20,Connecticut,0
3/10/20,Connecticut,0
3/11/20,Connecticut,0
3/12/20,Connecticut,0
3/13/20,Connecticut,0
3/14/20,Connecticut,0
3/15/20,Connecticut,0
3/16/20,Connecticut,0
3/17/20,Connecticut,0
3/18/20,Connecticut,1
3/19/20,Connecticut,3
3/20/20,Connecticut,4
3/21/20,Connecticut,4
3/22/20,Connecticut,8
3/23/20,Connecticut,10
3/24/20,Connecticut,12
3/25/20,Connecticut,19
3/26/20,Connecticut,21
3/27/20,Connecticut,27
3/28/20,Connecticut,33
3/29/20,Connecticut,34
3/30/20,Connecticut,36
3/31/20,Connecticut,69
4/1/20,Connecticut,85
4/2/20,Connecticut,112
4/3/20,Connecticut,131
4/4/20,Connecticut,165
4/5/20,Connecticut,189
4/6/20,Connecticut,206
4/7/20,Connecticut,277
4/8/20,Connecticut,326
4/9/20,Connecticut,380
4/10/20,Connecticut,448
4/11/20,Connecticut,494
4/12/20,Connecticut,554
4/13/20,Connecticut,602
4/14/20,Connecticut,671
4/15/20,Connecticut,868
4/16/20,Connecticut,971
4/17/20,Connecticut,1036
4/18/20,Connecticut,1086
4/19/20,Connecticut,1127
4/20/20,Connecticut,1331
4/21/20,Connecticut,1423
4/22/20,Connecticut,1544
4/23/20,Connecticut,1639
4/24/20,Connecticut,1767
4/25/20,Connecticut,1865
4/26/20,Connecticut,1924
4/27/20,Connecticut,2012
4/28/20,Connecticut,2087
4/29/20,Connecticut,2169
4/30/20,Connecticut,2257
5/1/20,Connecticut,2339
5/2/20,Connecticut,2436
5/3/20,Connecticut,2436
5/4/20,Connecticut,2556
5/5/20,Connecticut,2633
5/6/20,Connecticut,2718
5/7/20,Connecticut,2797
5/8/20,Connecticut,2874
5/9/20,Connecticut,2932
5/10/20,Connecticut,2967
5/11/20,Connecticut,3008
5/12/20,Connecticut,3041
5/13/20,Connecticut,3125
5/14/20,Connecticut,3219
5/15/20,Connecticut,3285
5/16/20,Connecticut,3339
5/17/20,Connecticut,3408
5/18/20,Connecticut,3450
5/19/20,Connecticut,3472
5/20/20,Connecticut,3529
5/21/20,Connecticut,3583
5/22/20,Connecticut,3637
5/23/20,Connecticut,3675
5/24/20,Connecticut,3693
5/25/20,Connecticut,3742
5/26/20,Connecticut,3769
5/27/20,Connecticut,3803
5/28/20,Connecticut,3826
5/29/20,Connecticut,3868
5/30/20,Connecticut,3912
5/31/20,Connecticut,3944
6/1/20,Connecticut,3970
6/2/20,Connecticut,3972
6/3/20,Connecticut,3989
6/4/20,Connecticut,4007
6/5/20,Connecticut,4038
6/6/20,Connecticut,4055
6/7/20,Connecticut,4071
6/8/20,Connecticut,4084
6/9/20,Connecticut,4097
6/10/20,Connecticut,4120
6/11/20,Connecticut,4146
6/12/20,Connecticut,4159
6/13/20,Connecticut,4186
6/14/20,Connecticut,4201
6/15/20,Connecticut,4204
6/16/20,Connecticut,4210
6/17/20,Connecticut,4219
6/18/20,Connecticut,4226
6/19/20,Connecticut,4238
6/20/20,Connecticut,4251
6/21/20,Connecticut,4260
6/22/20,Connecticut,4263
6/23/20,Connecticut,4277
6/24/20,Connecticut,4287
6/25/20,Connecticut,4298
6/26/20,Connecticut,4307
6/27/20,Connecticut,4311
6/28/20,Connecticut,4316
6/29/20,Connecticut,4320
6/30/20,Connecticut,4322
7/1/20,Connecticut,4324
7/2/20,Connecticut,4326
7/3/20,Connecticut,4335
7/4/20,Connecticut,4335
7/5/20,Connecticut,4335
7/6/20,Connecticut,4338
7/7/20,Connecticut,4338
7/8/20,Connecticut,4343
7/9/20,Connecticut,4348
7/10/20,Connecticut,4348
7/11/20,Connecticut,4348
7/12/20,Connecticut,4348
7/13/20,Connecticut,4371
7/14/20,Connecticut,4372
7/15/20,Connecticut,4380
7/16/20,Connecticut,4389
7/17/20,Connecticut,4396
7/18/20,Connecticut,4396
7/19/20,Connecticut,4396
7/20/20,Connecticut,4406
7/21/20,Connecticut,4406
7/22/20,Connecticut,4406
7/23/20,Connecticut,4410
7/24/20,Connecticut,4413
7/25/20,Connecticut,4413
7/26/20,Connecticut,4413
7/27/20,Connecticut,4418
7/28/20,Connecticut,4423
7/29/20,Connecticut,4425
7/30/20,Connecticut,4431
7/31/20,Connecticut,4432
8/1/20,Connecticut,4432
8/2/20,Connecticut,4432
8/3/20,Connecticut,4437
8/4/20,Connecticut,4437
8/5/20,Connecticut,4437
8/6/20,Connecticut,4437
8/7/20,Connecticut,4441
8/8/20,Connecticut,4441
8/9/20,Connecticut,4441
8/10/20,Connecticut,4444
8/11/20,Connecticut,4444
8/12/20,Connecticut,4450
8/13/20,Connecticut,4450
8/14/20,Connecticut,4453
8/15/20,Connecticut,4453
8/16/20,Connecticut,4453
8/17/20,Connecticut,4456
8/18/20,Connecticut,4456
8/19/20,Connecticut,4457
8/20/20,Connecticut,4458
8/21/20,Connecticut,4460
8/22/20,Connecticut,4460
8/23/20,Connecticut,4460
8/24/20,Connecticut,4460
8/25/20,Connecticut,4463
8/26/20,Connecticut,4463
8/27/20,Connecticut,4465
8/28/20,Connecticut,4465
8/29/20,Connecticut,4465
8/30/20,Connecticut,4465
8/31/20,Connecticut,4465
9/1/20,Connecticut,4466
9/2/20,Connecticut,4467
9/3/20,Connecticut,4468
9/4/20,Connecticut,4468
9/5/20,Connecticut,4468
9/6/20,Connecticut,4468
9/7/20,Connecticut,4468
9/8/20,Connecticut,4474
9/9/20,Connecticut,4474
9/10/20,Connecticut,4478
9/11/20,Connecticut,4480
9/12/20,Connecticut,4480
9/13/20,Connecticut,4480
9/14/20,Connecticut,4485
9/15/20,Connecticut,4485
9/16/20,Connecticut,4487
9/17/20,Connecticut,4488
9/18/20,Connecticut,4492
9/19/20,Connecticut,4492
9/20/20,Connecticut,4492
9/21/20,Connecticut,4495
9/22/20,Connecticut,4496
9/23/20,Connecticut,4497
9/24/20,Connecticut,4499
9/25/20,Connecticut,4501
9/26/20,Connecticut,4501
9/27/20,Connecticut,4501
9/28/20,Connecticut,4503
9/29/20,Connecticut,4505
9/30/20,Connecticut,4508
10/1/20,Connecticut,4511
10/2/20,Connecticut,4513
10/3/20,Connecticut,4513
10/4/20,Connecticut,4513
10/5/20,Connecticut,4517
10/6/20,Connecticut,4521
10/7/20,Connecticut,4522
10/8/20,Connecticut,4527
10/9/20,Connecticut,4530
10/10/20,Connecticut,4530
10/11/20,Connecticut,4530
10/12/20,Connecticut,4532
10/13/20,Connecticut,4533
10/14/20,Connecticut,4537
10/15/20,Connecticut,4540
10/16/20,Connecticut,4542
10/17/20,Connecticut,4542
10/18/20,Connecticut,4542
10/19/20,Connecticut,4554
10/20/20,Connecticut,4559
10/21/20,Connecticut,4567
10/22/20,Connecticut,4569
10/23/20,Connecticut,4577
10/24/20,Connecticut,4577
10/25/20,Connecticut,4577
10/26/20,Connecticut,4589
10/27/20,Connecticut,4595
10/28/20,Connecticut,4604
10/29/20,Connecticut,4609
10/30/20,Connecticut,4616
10/31/20,Connecticut,4616
11/1/20,Connecticut,4616
11/2/20,Connecticut,4627
11/3/20,Connecticut,4635
11/4/20,Connecticut,4645
11/5/20,Connecticut,4656
11/6/20,Connecticut,4671
11/7/20,Connecticut,4671
11/8/20,Connecticut,4671
11/9/20,Connecticut,4698
11/10/20,Connecticut,4707
11/11/20,Connecticut,4716
11/12/20,Connecticut,4726
11/13/20,Connecticut,4737
11/14/20,Connecticut,4737
11/15/20,Connecticut,4737
11/16/20,Connecticut,4759
11/17/20,Connecticut,4771
11/18/20,Connecticut,4784
11/19/20,Connecticut,4805
11/20/20,Connecticut,4828
11/21/20,Connecticut,4828
11/22/20,Connecticut,4828
11/23/20,Connecticut,4871
11/24/20,Connecticut,4881
11/25/20,Connecticut,4926
11/26/20,Connecticut,4926
11/27/20,Connecticut,4961
11/28/20,Connecticut,4961
11/29/20,Connecticut,4961
11/30/20,Connecticut,5020
12/1/20,Connecticut,5040
12/2/20,Connecticut,5091
12/3/20,Connecticut,5111
12/4/20,Connecticut,5146
12/5/20,Connecticut,5146
12/6/20,Connecticut,5146
12/7/20,Connecticut,5224
12/8/20,Connecticut,5242
12/9/20,Connecticut,5285
12/10/20,Connecticut,5327
12/11/20,Connecticut,5363
12/12/20,Connecticut,5363
12/13/20,Connecticut,5363
12/14/20,Connecticut,5444
12/15/20,Connecticut,5466
12/16/20,Connecticut,5506
12/17/20,Connecticut,5552
12/18/20,Connecticut,5581
12/19/20,Connecticut,5581
12/20/20,Connecticut,5581
12/21/20,Connecticut,5676
12/22/20,Connecticut,5703
12/23/20,Connecticut,5736
12/24/20,Connecticut,5791
12/25/20,Connecticut,5791
12/26/20,Connecticut,5791
12/27/20,Connecticut,5791
12/28/20,Connecticut,5904
12/29/20,Connecticut,5924
12/30/20,Connecticut,5964
12/31/20,Connecticut,5995
1/1/21,Connecticut,5995
1/2/21,Connecticut,6099
1/3/21,Connecticut,6099
1/4/21,Connecticut,6168
1/5/21,Connecticut,6192
1/6/21,Connecticut,6230
1/7/21,Connecticut,6287
1/8/21,Connecticut,6324
1/9/21,Connecticut,6324
1/10/21,Connecticut,6324
1/11/21,Connecticut,6416
1/12/21,Connecticut,6449
1/13/21,Connecticut,6536
1/14/21,Connecticut,6553
1/15/21,Connecticut,6594
1/16/21,Connecticut,6594
1/17/21,Connecticut,6594
1/18/21,Connecticut,6670
1/19/21,Connecticut,6682
1/20/21,Connecticut,6726
1/21/21,Connecticut,6774
1/22/21,Connecticut,6819
1/23/21,Connecticut,6819
1/24/21,Connecticut,6819
1/25/21,Connecticut,6911
1/26/21,Connecticut,6934
1/27/21,Connecticut,6976
1/28/21,Connecticut,7020
1/29/21,Connecticut,7046
1/30/21,Connecticut,7046
1/31/21,Connecticut,7046
2/1/21,Connecticut,7119
2/2/21,Connecticut,7133
2/3/21,Connecticut,7157
2/4/21,Connecticut,7185
2/5/21,Connecticut,7214
2/6/21,Connecticut,7214
2/7/21,Connecticut,7214
2/8/21,Connecticut,7282
2/9/21,Connecticut,7298
2/10/21,Connecticut,7326
2/11/21,Connecticut,7354
2/12/21,Connecticut,7381
2/13/21,Connecticut,7381
2/14/21,Connecticut,7381
2/15/21,Connecticut,7447
2/16/21,Connecticut,7449
2/17/21,Connecticut,7476
2/18/21,Connecticut,7496
2/19/21,Connecticut,7523
2/20/21,Connecticut,7523
2/21/21,Connecticut,7523
2/22/21,Connecticut,7562
2/23/21,Connecticut,7572
2/24/21,Connecticut,7595
2/25/21,Connecticut,7614
2/26/21,Connecticut,7622
2/27/21,Connecticut,7622
2/28/21,Connecticut,7622
3/1/21,Connecticut,7651
3/2/21,Connecticut,7658
3/3/21,Connecticut,7678
3/4/21,Connecticut,7693
3/5/21,Connecticut,7704
3/6/21,Connecticut,7704
3/7/21,Connecticut,7704
3/8/21,Connecticut,7725
3/9/21,Connecticut,7739
3/10/21,Connecticut,7752
3/11/21,Connecticut,7761
3/12/21,Connecticut,7765
3/13/21,Connecticut,7765
3/14/21,Connecticut,7765
3/15/21,Connecticut,7788
3/16/21,Connecticut,7799
3/17/21,Connecticut,7807
3/18/21,Connecticut,7822
3/19/21,Connecticut,7832
3/20/21,Connecticut,7832
3/21/21,Connecticut,7832
3/22/21,Connecticut,7841
3/23/21,Connecticut,7845
3/24/21,Connecticut,7852
3/25/21,Connecticut,7862
3/26/21,Connecticut,7865
3/27/21,Connecticut,7865
3/28/21,Connecticut,7865
3/29/21,Connecticut,7883
3/30/21,Connecticut,7885
3/31/21,Connecticut,7889
4/1/21,Connecticut,7900
4/2/21,Connecticut,7904
4/3/21,Connecticut,7904
4/4/21,Connecticut,7904
4/5/21,Connecticut,7923
4/6/21,Connecticut,7930
4/7/21,Connecticut,7935
4/8/21,Connecticut,7940
4/9/21,Connecticut,7944
4/10/21,Connecticut,7944
4/11/21,Connecticut,7944
4/12/21,Connecticut,7957
4/13/21,Connecticut,7974
4/14/21,Connecticut,7984
4/15/21,Connecticut,7990
4/16/21,Connecticut,7995
4/17/21,Connecticut,7995
4/18/21,Connecticut,7995
4/19/21,Connecticut,8014
4/20/21,Connecticut,8020
4/21/21,Connecticut,8027
4/22/21,Connecticut,8039
4/23/21,Connecticut,8047
4/24/21,Connecticut,8047
4/25/21,Connecticut,8047
4/26/21,Connecticut,8066
4/27/21,Connecticut,8067
4/28/21,Connecticut,8080
4/29/21,Connecticut,8084
4/30/21,Connecticut,8097
5/1/21,Connecticut,8097
5/2/21,Connecticut,8097
5/3/21,Connecticut,8112
5/4/21,Connecticut,8117
5/5/21,Connecticut,8124
5/6/21,Connecticut,8131
5/7/21,Connecticut,8137
5/8/21,Connecticut,8137
5/9/21,Connecticut,8137
5/10/21,Connecticut,8154
5/11/21,Connecticut,8156
5/12/21,Connecticut,8161
5/13/21,Connecticut,8168
5/14/21,Connecticut,8173
5/15/21,Connecticut,8173
5/16/21,Connecticut,8173
5/17/21,Connecticut,8194
5/18/21,Connecticut,8198
5/19/21,Connecticut,8204
5/20/21,Connecticut,8208
5/21/21,Connecticut,8212
5/22/21,Connecticut,8212
5/23/21,Connecticut,8212
5/24/21,Connecticut,8219
5/25/21,Connecticut,8221
5/26/21,Connecticut,8227
5/27/21,Connecticut,8230
5/28/21,Connecticut,8238
5/29/21,Connecticut,8238
5/30/21,Connecticut,8238
5/31/21,Connecticut,8238
6/1/21,Connecticut,8244
6/2/21,Connecticut,8247
6/3/21,Connecticut,8245
6/4/21,Connecticut,8246
6/5/21,Connecticut,8246
6/6/21,Connecticut,8246
6/7/21,Connecticut,8253
6/8/21,Connecticut,8255
6/9/21,Connecticut,8257
6/10/21,Connecticut,8260
6/11/21,Connecticut,8261
6/12/21,Connecticut,8261
6/13/21,Connecticut,8261
6/14/21,Connecticut,8263
6/15/21,Connecticut,8263
6/16/21,Connecticut,8265
6/17/21,Connecticut,8266
6/18/21,Connecticut,8270
6/19/21,Connecticut,8270
6/20/21,Connecticut,8270
6/21/21,Connecticut,8269
6/22/21,Connecticut,8271
6/23/21,Connecticut,8271
6/24/21,Connecticut,8274
6/25/21,Connecticut,8275
6/26/21,Connecticut,8275
6/27/21,Connecticut,8275
6/28/21,Connecticut,8276
6/29/21,Connecticut,8276
6/30/21,Connecticut,8278
7/1/21,Connecticut,8279
7/2/21,Connecticut,8279
7/3/21,Connecticut,8279
7/4/21,Connecticut,8279
7/5/21,Connecticut,8279
7/6/21,Connecticut,8279
7/7/21,Connecticut,8278
7/8/21,Connecticut,8279
7/9/21,Connecticut,8279
7/10/21,Connecticut,8279
7/11/21,Connecticut,8279
7/12/21,Connecticut,8279
7/13/21,Connecticut,8279
7/14/21,Connecticut,8279
7/15/21,Connecticut,8282
7/16/21,Connecticut,8282
7/17/21,Connecticut,8282
7/18/21,Connecticut,8282
7/19/21,Connecticut,8282
7/20/21,Connecticut,8282
7/21/21,Connecticut,8282
7/22/21,Connecticut,8286
7/23/21,Connecticut,8286
7/24/21,Connecticut,8286
7/25/21,Connecticut,8286
7/26/21,Connecticut,8288
7/27/21,Connecticut,8288
7/28/21,Connecticut,8288
7/29/21,Connecticut,8293
7/30/21,Connecticut,8293
7/31/21,Connecticut,8293
8/1/21,Connecticut,8293
8/2/21,Connecticut,8293
8/3/21,Connecticut,8292
8/4/21,Connecticut,8292
8/5/21,Connecticut,8296
8/6/21,Connecticut,8296
8/7/21,Connecticut,8296
8/8/21,Connecticut,8296
8/9/21,Connecticut,8296
8/10/21,Connecticut,8297
8/11/21,Connecticut,8297
8/12/21,Connecticut,8307
8/13/21,Connecticut,8307
8/14/21,Connecticut,8307
8/15/21,Connecticut,8307
8/16/21,Connecticut,8307
8/17/21,Connecticut,8304
8/18/21,Connecticut,8307
8/19/21,Connecticut,8330
8/20/21,Connecticut,8337
8/21/21,Connecticut,8337
8/22/21,Connecticut,8337
8/23/21,Connecticut,8335
8/24/21,Connecticut,8335
8/25/21,Connecticut,8335
8/26/21,Connecticut,8355
8/27/21,Connecticut,8358
8/28/21,Connecticut,8358
8/29/21,Connecticut,8358
8/30/21,Connecticut,8358
8/31/21,Connecticut,8358
9/1/21,Connecticut,8358
9/2/21,Connecticut,8394
9/3/21,Connecticut,8394
9/4/21,Connecticut,8394
9/5/21,Connecticut,8394
9/6/21,Connecticut,8394
9/7/21,Connecticut,8395
9/8/21,Connecticut,8415
9/9/21,Connecticut,8416
9/10/21,Connecticut,8424
9/11/21,Connecticut,8424
9/12/21,Connecticut,8424
9/13/21,Connecticut,8424
9/14/21,Connecticut,8446
9/15/21,Connecticut,8447
9/16/21,Connecticut,8447
9/17/21,Connecticut,8463
9/18/21,Connecticut,8463
9/19/21,Connecticut,8463
9/20/21,Connecticut,8462
9/21/21,Connecticut,8477
9/22/21,Connecticut,8484
9/23/21,Connecticut,8483
9/24/21,Connecticut,8501
9/25/21,Connecticut,8501
9/26/21,Connecticut,8501
